,Q16288,P54764,O43353,P48736,P06239,P43405,Q13523,Q15375,P29320,P21127,O43293,O75914,P57078,P22612,Q13163,Q13976,P00533,Q5VT25,P32298,P04629,Q06187,P36888,Q13233,Q14004,Q9Y4K4,P16234,Q92769,Q9Y5N1,Q9Y6F1,Q13555,O60285,P15735,Q15831,Q13131,Q12866,Q9P1W9,Q00535,Q9ULX7,P08922,P37023,Q9UQM7,Q16512,P07332,Q9UHD2,P62993,P42680,P49840,P09619,P35916,Q16539,P11274,Q15303,P29376,P35968,P11309,O14965,O15146,Q9BWU1,O75582,Q92772,P08238,P29597,P54756,O75676,Q9H2K8,P41597,P28072,Q09013,P51451,P07948,Q9UL54,Q9Y2K2,P30291,O00506,Q8TBX8,Q96L34,P07333,Q15349,Q9UM73,P11362,Q96GD4,P22694,Q01959,P51956,P09874,P17948,Q02779,P50613,P08173,Q9Y2U5,Q13177,O00444,P29317,P07949,P36897,P57058,Q04912,P19784,Q07002,P08069,Q9H422,Q86V86,Q9H1R3,O43570,P08172,Q8N4C8,Q05397,P22607,P16083,Q13188,P08684,Q9UBN7,P41240,P41743,P17252,P23458,P04626,Q9BY41,Q9NSY1,Q16665,P15056,O14976,Q9BUB5,P25440,Q9UKE5,Q06418,P29322,P06241,P18089,Q8TDR2,Q9UIK4,Q86Y07,P08581,Q8IYT8,Q9UBF8,Q9H0K1,P49759,Q9Y6R4,O94804,Q92731,P62942,P42685,Q8IVH8,O75716,P35354,P16591,P07947,P51617,Q52WX2,O00519,P04035,Q9P286,Q9UPZ9,Q9Y616,P52732,Q9HAZ1,Q9BQI3,Q16832,P21802,Q08345,Q8NE63,Q05513,Q13557,Q12852,P17612,P14867,P00519,Q8N5S9,Q04771,Q15910,P04049,P06213,Q9H2K2,O75385,O60331,P21860,P49841,Q9UNQ0,P78356,Q9P2K8,P10275,Q13546,P36896,P27361,P45984,Q02750,P42684,O15379,Q9UF33,Q9Y6E0,Q14164,O96013,P10398,Q9UBE0,P19525,Q13043,Q8NI60,Q16620,P41595,P80192,Q96DB2,Q16513,Q9UQL6,Q9Y2H9,Q00537,Q15139,P52333,Q9UQB9,Q6XUX3,P49674,Q7RTN6,P35372,P08631,P62158,Q13547,Q15746,Q6PHR2,Q9NYL2,O15357,P49336,P08235,P53355,P33981,P53350,P54760,O96017,P24864,Q00534,P54762,Q9UEE5,Q9UQ88,P42336,Q96D53,Q6P3R8,Q13470,Q07912,Q5S007,P12931,P35218,O00141,P35590,Q9Y6Q9,Q9UBE8,Q9UK32,Q9BX84,P27037,Q9UPE1,P06493,Q96RR4,Q9NQU5,O43318,Q9BVS4,P27448,P42338,O60674,O94956,O14920,Q2M2I8,Q8TDC3,P23975,Q8TD19,Q14289,P54619,Q969S8,P68400,P54646,P26927,Q9Y572,P29323,O14757,P45983,Q9BYT3,Q7KZI7,Q56UN5,P48426,P33527,Q9HC98,P36507,P57059,Q9NYY3,P25100,Q15418,Q12851,Q08881,Q13451,O75116,P80370,Q9UGN5,Q59H18,Q13535,P06756,Q9NY57,P53779,P0C264,P10721,P14780,P24557,P78362,P30530,Q00536,P10276,Q05655,Q13315,P11802,Q16790,O15197,P20309,Q9Y463,P42345,P14616,O94921,P04792,Q15465,P28223,Q8IU85,Q9P289,Q13873,Q9NRH2,O94768,P56524,Q15759,P50750,Q9H2G2,Q96SB4,P11511,P18405,P09769,O14578,P07451,P41440,O15530,Q02763,Q9Y478,Q15059,Q16584,Q00526,P51813,Q12931,Q86YV6,Q04759,P24723,Q02156,O94806,Q8TDU6,P23443,Q9H2X6,O00329,Q8WU08,P53671,Q9BXA7,Q96S53,Q9H093,Q92918,O00750,P28062,P28065,P53667,Q8WTQ7,P12268,P51955,Q9NWZ3,Q53EL6,P48730,Q9BRS2,Q99759,P51957,O95819,Q13490,P20794,Q07820,O00238,Q86Z02,Q99720,Q13153,O43283,Q06278,P24941,O14733,P34947,O95835,Q9NRP7,P53778,P22455,P08575,Q7L7X3,P04150,Q13509,P23219,P39877,Q92753,Q8TEK3,Q9H9B1,P51812,P49760,Q14680,P14635,O15297,Q99570,P49137,O14730,Q8NEB9,Q9P0L2,P43403,P51843,P05129,P10415,P09237,P00918,O14980,O76039,O15075,O00571,P22748,O75747,Q13882,P67870,P23280,P03372,P20248,Q9H3R0,Q9C098,P42681,Q15125,Q96KQ7,P18825,O00311,Q13627,Q8IY84,Q8TD08,P49761,O14936,O15264,O75460,P54753,Q96FL8,Q9BXW9,P19793,Q9Y2T1,P55072,Q13164,O00443,P68106,P30519,Q16816,Q06210,Q96NX5,Q15569,Q9NRM7,P14902,Q32MK0,O43172,P31749,P78536,P14207,P36894,Q8IVW4,P0C1S8,P78368,Q9H4B4,P11474,P21709,Q96NT5,P08254,O15111,P08913,Q14012,P98170,Q9NZK7,P51817,P21453,Q9UKV0,Q15131,Q9UNK4,Q9NZJ5,Q15208,Q58F21,P04818,Q13237,Q9BZL6,Q15393,P35398,Q15835,Q16566,Q12809,P18031,Q9Y243,O14684,Q8TDX7,P45985,P30085,P61073,Q8WUI4,Q00987,O00764,Q9UEW8,P34913,P35462,P40306,Q8N752,Q99835,Q13464,P42229,P52564,P00915,Q86UE8,P28482,P03956,P05231,P11021,Q9HBY8,P07900,O60885,P11229,Q8N1Q1,O43683,Q16659,P14555,Q96PY6,P06730,Q96Q40,P61160,Q8N568,Q8NG66,P05771,Q8NFD2,Q9HBH9,Q13554,P16455,Q99755,P08253,O15496,P31751,P20813,P46734,Q92499,O60563,O95271,Q13705,Q16644,B2RXH2,P37173,P08185,P06401,Q08209,P15104,Q9BZM2,P43166,Q9H3Y6,Q9UKI8,P28335,P14416,P07237,P52209,P48729,Q96BR1,Q00613,P31645,P05177,P50406,Q16548,P28074,P22303,Q99640,P15328,Q13489,Q9Y2D0,P21452,P01112,P42679,Q9Y6L6,Q99500,P04054,P22894,P13631,O95977,P42356,Q92793,P09038,P43490,P28702,Q9NZ45,P16152,P27986,Q9BY08,P42330,Q9UIF9,Q9NWT8,P56704,Q13418,Q9Y4C1,P05093,P14625,Q07817,Q92630,P31689,Q9Y5S2,Q6DT37,P55263,P23284,Q04760,Q96JM7,Q8IW41,P10826,P30281,Q8TF76,P00374,P00813,Q6P5Z2,O95747,Q9Y2H1,O14744,Q8WXR4,Q8IWQ3,O15554,P48443,P01375,Q01538,Q09472,Q9UIF8,P41145,Q13093,P0DMS8,Q15118,Q9H237,P45452,Q02224,Q86VL8,O15054,P04156,P15121,Q96RI1,P31213
CHEMBL14762,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,990.0,,,,100.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,260.0,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,,,,,585.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL482968,,,,,,,,,,,,,,,,,,,,205.9199981689453,,7.940000057220459,,,,56.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,408.57000732421875,244.9199981689453,,,,,,,,,,,129.07000732421875,,486.739990234375,,,,,,,,,,,,,55.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,702.47998046875,,,441.1000061035156,,,,,,,,,,,,,755.1599731445312,,,,,,,188.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,475.7099914550781,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1908391,,,,,31.0,,,,,,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,,,,,,,,49.22999954223633,,,,,,77.87000274658203,,,,,,,,,,,,,,,,,,150.0,61.0,,,,,,,7.599999904632568,,,,,,,,,,,,,,,,,,,,,,,,,720.0,,,,,,,469.4800109863281,,,,,,,,,,,,,,,,,,,140.0,,,,,,,,,,,,,,643.3099975585938,,,,,570.0,,,,,,,,,,,,,,,,,,,,10.5,,,,,,,,,,,,,,,,,,,,354.44000244140625,,,,,,,,,,,,,,,,,,,,,,,,,,690.0,,,,,770.0,8.020000457763672,,,,,,,,,,,,,,,,,,,900.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.100000381469727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,640.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL215152,,,,,125.0,,,,,,,,,,404.82000732421875,,501.0,,,,,316.0,,,19.0,251.0,,,,,,,,,,,,,,,,,,,,,,630.0,,,,199.0,,251.0,,316.0,,,,,,,,,,,,,630.0,,,,,,,,,,,,2.2100000381469727,,,,,630.0,,,,,,,,158.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.400000095367432,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,350.0,,,,,,,,,,650.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,390.0,,,,,,,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,545.8200073242188,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3408248,,,,675.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL189963,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,,,,,,,,,316.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,488.3999938964844,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,275.8800048828125,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.099998474121094,,,,,,,,,,,,,,,,,,,,,76.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207.75999450683594,,,,,,,,,,,125.0,,,,,,,,,,,,,,,,,,572.4000244140625,,,,100.0,,,,,,,,,,,,,,398.0,,,,,,,,,,,,,,,,,,,,,398.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,501.0,,,,,,,,794.0,316.0,,,,,,,,,,,,,,,,,,,,,,447.7699890136719,,,,,,,,,,,794.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL592893,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.300000190734863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL3545360,,,,,,,,,,,,,,,,,,,,,493.9100036621094,627.1400146484375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.88999938964844,,,,,,,,,,,69.77999877929688,,,,,,,,,,,,,,,73.61000061035156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122.70999908447266,,,,,,390.260009765625,,,,363.32000732421875,781.3099975585938,,,,,,,,,,,,,,,,703.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.84000015258789,4.869999885559082,,,,,,,,,,,,,,,,,,,,,,,,,,272.69000244140625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60.959999084472656,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1171837,,,82.62999725341797,,24.149999618530273,,,,,,,,,,,,,,,,,7.239999771118164,493.25,,,,,,,,,,,,,,,,,,,,,,22.459999084472656,,,,,153.74000549316406,49.77000045776367,,,3.0,,,,,,,,,7.679999828338623,,,,,,,27.06999969482422,,,,,,,,,,0.699999988079071,,,,,,,,,,,,,26.809999465942383,25.100000381469727,,,,,,,,,,,,,,,,,,,314.6199951171875,,,,,,,,,,,,385.1499938964844,,,36.29999923706055,,,,,,,,,,,,,,93.97000122070312,,,,,217.69000244140625,690.8400268554688,,,,,,,,,,87.3499984741211,,18.18000030517578,,,,,,,0.4650000035762787,,,,,,,,,,,,,,,,,,,,19.639999389648438,,,,,,,,,,,,,,,,,,334.79998779296875,,,,,,,,82.0199966430664,,,98.66000366210938,,40.58000183105469,18.100000381469727,,,,,,,,,,,,,,,,84.05000305175781,,,367.19000244140625,,,,,,,,,,,,,,,,,,,,,,,,294.6700134277344,,,,,,23.15999984741211,,,,,,,,,,,,,,,41.349998474121094,,,,,,,,,,,,1.7000000476837158,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.81999969482422,,,,,,,,,,,,,,,,,,,,,,,,,,769.1500244140625,,,,,,,,,,,,,,307.2799987792969,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,467.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,547.47998046875,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.62999725341797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,648.0,,,,,,24.5,,,,,,,,,,,,,,,,,,,,,,,282.0,,,,,,,,,,,,22.5,,,,,,,,,,,,,,,,,
CHEMBL3545215,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,360.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL1289494,,,800.7000122070312,,,,,,,,,,,,,,,,,,,,,,,2.259999990463257,,,,,,,,,,,,,,,,,,,195.88999938964844,,,,1.6749999523162842,,159.9600067138672,,,1.1500000953674316,,,,,,,,,601.3300170898438,,,,,,,,,,,,,,,,,,,,,,,3.2350001335144043,,,,,,,146.6199951171875,12.289999961853027,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.67999267578125,,,,,,,,,,,,,,,,592.1699829101562,,190.02000427246094,,,,,,,,,,,,,,,,,,,,,,,,,,,302.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.97999572753906,,,,,,309.8399963378906,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,447.7699890136719,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,786.6099853515625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114.12999725341797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL18442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06499999761581421,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.1999969482422,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL119385,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398.0,,,,,,,,,,,5.011872291564941,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CHEMBL2103863,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,280.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.199999809265137,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
